# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
59.821,2037.3,-32.993,0.053775,33.02,0.068536,18.811,0.032198,18.811,0.098073,1.8323,0.042489,28.61,-80.6,9.7859,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.099369,5359718,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042363,NaN,NaN,NaN,NaN,1.7252,1.6503,789.77,332.3,0.5,0.10771
60.321,2020.8,-32.966,0.05356,32.993,0.057278,17.897,0.031971,17.897,0.10235,1.8222,0.020298,28.61,-80.6,9.7859,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.099268,5362352,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042327,NaN,NaN,NaN,NaN,1.7784,1.7576,791.36,332.36,0.5,0.10775
60.821,2004.3,-32.94,0.053513,32.967,0.069284,16.98,0.031746,16.98,0.10712,1.8442,0.044007,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09917,5365066,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042292,NaN,NaN,NaN,NaN,1.9838,1.8648,792.95,332.43,0.5,0.10779
61.321,1987.9,-32.913,0.053394,32.94,0.078788,16.051,0.031523,16.051,0.11252,1.8732,0.057937,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09907,5367741,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004226,NaN,NaN,NaN,NaN,2.0523,1.9719,794.54,332.49,0.5,0.10782
61.821,1971.4,-32.886,0.053759,32.913,0.062968,15.119,0.0313,15.119,0.11862,1.8568,0.032787,28.61,-80.6,9.7861,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098969,5370676,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042228,NaN,NaN,NaN,NaN,1.7776,2.0789,796.18,332.56,0.5,0.10786
62.321,1955,-32.859,0.054322,32.886,0.054358,14.19,0.031078,14.19,0.12549,1.8578,0.0019875,28.61,-80.6,9.7861,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098869,5373760,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042192,NaN,NaN,NaN,NaN,1.8775,2.1858,797.85,332.62,0.5,0.10791
62.821,1938.6,-32.832,0.054843,32.859,0.07497,13.255,0.030857,13.255,0.13339,1.8833,0.051114,28.61,-80.6,9.7862,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09877,5376873,0,134.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042158,NaN,NaN,NaN,NaN,2.0425,2.2926,799.51,332.69,0.5,0.10795
63.321,1922.1,-32.804,0.054835,32.832,0.055318,12.314,0.030637,12.314,0.14255,1.8797,0.007295,28.61,-80.6,9.7862,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098666,5379745,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042125,NaN,NaN,NaN,NaN,1.873,2.3994,801.17,332.75,0.5,0.10799
63.821,1905.8,-32.777,0.054918,32.804,0.055426,11.373,0.030417,11.373,0.15323,1.8834,0.007484,28.61,-80.6,9.7863,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098565,5382676,0,134.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004209,NaN,NaN,NaN,NaN,1.9186,2.506,802.83,332.82,0.5,0.10802
64.321,1889.4,-32.749,0.054997,32.777,0.068311,10.426,0.030196,10.426,0.16594,1.9037,0.040517,28.61,-80.6,9.7863,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098464,5385618,0,134.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042055,NaN,NaN,NaN,NaN,2.0323,2.6126,804.49,332.88,0.5,0.10806
64.821,1873,-32.722,0.05483,32.749,0.063514,9.4785,0.029976,9.4785,0.1812,1.8876,0.032057,28.61,-80.6,9.7864,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098362,5388437,0,134.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042022,NaN,NaN,NaN,NaN,1.8109,2.7191,806.15,332.95,0.5,0.1081
65.321,1856.6,-32.694,0.055278,32.724,0.11936,8.5214,0.029756,8.5215,0.20007,1.9405,0.10579,28.61,-80.6,9.7864,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098266,5391589,0,134.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041985,NaN,NaN,NaN,NaN,2.2533,2.8255,807.81,333.01,0.5,0.10833
65.821,1840.3,-32.667,0.054455,32.694,0.069202,7.5458,0.029536,7.5459,0.22426,1.9619,0.042704,28.61,-80.6,9.7865,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098159,5394084,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041955,NaN,NaN,NaN,NaN,2.0963,2.9318,809.46,333.08,0.5,0.10856
66.321,1824,-32.64,0.0542,32.667,0.054214,6.5651,0.029314,6.5651,0.25584,1.9613,0.0012632,28.61,-80.6,9.7865,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.098057,5396832,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041922,NaN,NaN,NaN,NaN,1.9716,3.038,811.12,333.14,0.5,0.10863
66.821,1807.7,-32.613,0.054109,32.64,0.064064,5.5887,0.029092,5.5888,0.29825,1.9441,0.034299,28.61,-80.6,9.7866,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097958,5399657,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041888,NaN,NaN,NaN,NaN,1.8614,3.1441,812.77,333.2,0.5,0.10871
67.321,1791.4,-32.586,0.053907,32.613,0.05628,4.6146,0.028869,4.6147,0.35844,1.9522,0.016173,28.61,-80.6,9.7866,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097857,5402422,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041851,NaN,NaN,NaN,NaN,2.0115,3.2502,814.42,333.27,0.5,0.10878
67.821,1775.1,-32.559,0.053765,32.586,0.061362,3.6348,0.028646,3.635,0.45154,1.967,0.029576,28.61,-80.6,9.7867,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097758,5405208,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041818,NaN,NaN,NaN,NaN,2.064,3.3561,816.07,333.33,0.5,0.10885
68.321,1758.8,-32.532,0.05381,32.56,0.090781,2.6422,0.028423,2.6424,0.61631,2.0035,0.073115,28.61,-80.6,9.7867,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097661,5408092,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041785,NaN,NaN,NaN,NaN,2.2227,3.462,817.72,333.4,0.5,0.10894
68.821,1742.6,-32.505,0.053235,32.532,0.055036,1.6422,0.028198,1.6424,0.98373,1.9966,0.013964,28.61,-80.6,9.7868,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097559,5410644,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041754,NaN,NaN,NaN,NaN,1.9711,3.5677,819.36,333.46,0.5,0.10902
69.321,1726.3,-32.479,0.053066,32.505,0.053884,0.64273,0.027973,0.64334,2.492,2.0012,0.0093515,28.61,-80.6,9.7868,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09746,5413382,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004172,NaN,NaN,NaN,NaN,2.0412,3.6734,821.01,333.52,0.5,0.10909
69.821,1710.1,-32.452,0.052949,32.479,0.068234,-0.3525,0.027746,0.35359,175.5,1.9797,0.043038,28.61,-80.6,9.7869,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097363,5416140,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041686,NaN,NaN,NaN,NaN,1.8729,3.779,822.65,333.59,0.5,0.10918
70.321,1693.9,-32.426,0.052671,32.452,0.054283,-1.344,0.02752,1.3443,178.83,1.9863,0.01313,28.61,-80.6,9.7869,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097264,5418808,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004165,NaN,NaN,NaN,NaN,2.0367,3.8845,824.3,333.65,0.5,0.10929
70.821,1677.6,-32.399,0.053019,32.428,0.11355,-2.3497,0.027293,2.3499,179.33,2.0365,0.10041,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097172,5421803,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041617,NaN,NaN,NaN,NaN,2.3308,3.99,825.94,333.72,0.5,0.10938
71.321,1661.5,-32.373,0.052185,32.4,0.062623,-3.3723,0.027065,3.3724,179.54,2.0538,0.034619,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.097069,5424178,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041589,NaN,NaN,NaN,NaN,2.1641,4.0953,827.58,333.78,0.5,0.10946
71.821,1645.3,-32.347,0.051946,32.373,0.052521,-4.4001,0.026836,4.4002,179.65,2.0577,0.0077509,28.61,-80.6,9.7871,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096972,5426822,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041557,NaN,NaN,NaN,NaN,2.0929,4.2006,829.22,333.84,0.5,0.10954
72.321,1629.1,-32.321,0.052147,32.349,0.096309,-5.4391,0.026606,5.4392,179.72,2.0982,0.08097,28.61,-80.6,9.7871,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096879,5429695,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041524,NaN,NaN,NaN,NaN,2.3375,4.3057,830.86,333.91,0.5,0.10962
72.821,1613,-32.296,0.051584,32.322,0.063315,-6.4928,0.026375,6.4928,179.77,2.1165,0.036713,28.61,-80.6,9.7872,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09678,5432167,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041495,NaN,NaN,NaN,NaN,2.2324,4.4108,832.49,333.97,0.5,0.1097
73.321,1596.8,-32.27,0.051521,32.296,0.083702,-7.5428,0.026143,7.5428,179.8,2.0835,0.065966,28.61,-80.6,9.7872,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096685,5434877,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041464,NaN,NaN,NaN,NaN,1.9135,4.5158,834.13,334.04,0.5,0.10978
73.821,1580.7,-32.244,0.052068,32.273,0.15101,-8.5668,0.025909,8.5668,179.83,2.0127,0.14175,28.61,-80.6,9.7873,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096597,5437928,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041428,NaN,NaN,NaN,NaN,1.6322,4.6207,835.76,334.1,0.5,0.10986
74.321,1564.6,-32.218,0.050657,32.244,0.050992,-9.5739,0.025675,9.5739,179.85,2.0156,0.0058372,28.61,-80.6,9.7873,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096491,5.44e6,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041387,NaN,NaN,NaN,NaN,2.0453,4.7256,837.39,334.16,0.5,0.10993
74.821,1548.5,-32.193,0.050578,32.218,0.050979,-10.581,0.025441,10.581,179.86,2.0124,0.0063846,28.61,-80.6,9.7874,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096397,5442595,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041355,NaN,NaN,NaN,NaN,2.0082,4.8303,839.02,334.23,0.5,0.11001
75.321,1532.4,-32.168,0.05088,32.195,0.10715,-11.575,0.025208,11.575,179.88,1.9652,0.094294,28.61,-80.6,9.7874,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096307,5445449,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041322,NaN,NaN,NaN,NaN,1.7173,4.935,840.65,334.29,0.5,0.11007
75.821,1516.3,-32.142,0.050938,32.17,0.13485,-12.542,0.024976,12.542,179.89,1.9028,0.12486,28.61,-80.6,9.7875,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096216,5448204,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041285,NaN,NaN,NaN,NaN,1.5705,5.0396,842.28,334.35,0.5,0.11014
76.321,1500.2,-32.117,0.049873,32.142,0.056222,-13.49,0.024746,13.49,179.89,1.8898,0.025952,28.61,-80.6,9.7875,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096115,5450348,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041246,NaN,NaN,NaN,NaN,1.8315,5.1441,843.91,334.42,0.5,0.1102
76.821,1484.2,-32.092,0.049776,32.117,0.051103,-14.434,0.024517,14.434,179.9,1.884,0.011571,28.61,-80.6,9.7876,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.096022,5452941,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041213,NaN,NaN,NaN,NaN,1.8655,5.2485,845.54,334.48,0.5,0.11027
77.321,1468.1,-32.067,0.050875,32.093,0.084151,-15.384,0.024291,15.384,179.91,1.9176,0.067032,28.61,-80.6,9.7876,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095932,5456195,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041181,NaN,NaN,NaN,NaN,2.1161,5.3528,847.24,334.54,0.5,0.11033
77.821,1452.1,-32.041,0.051091,32.067,0.054336,-16.341,0.024067,16.341,179.92,1.9083,0.018497,28.61,-80.6,9.7877,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095835,5459056,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041152,NaN,NaN,NaN,NaN,1.8707,5.4571,848.95,334.61,0.5,0.11043
78.321,1436.1,-32.016,0.051427,32.041,0.05652,-17.292,0.023843,17.292,179.92,1.8966,0.023448,28.61,-80.6,9.7877,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095741,5462012,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041118,NaN,NaN,NaN,NaN,1.8453,5.5613,850.65,334.67,0.5,0.1105
78.821,1420.1,-31.99,0.052264,32.018,0.12443,-18.254,0.02362,18.254,179.93,1.953,0.11292,28.61,-80.6,9.7878,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095653,5465282,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041084,NaN,NaN,NaN,NaN,2.2773,5.6654,852.36,334.73,0.5,0.11056
79.321,1404.1,-31.964,0.051583,31.99,0.074081,-19.238,0.023399,19.238,179.93,1.9796,0.053171,28.61,-80.6,9.7878,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095551,5467783,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041056,NaN,NaN,NaN,NaN,2.1392,5.7694,854.06,334.8,0.5,0.11063
79.821,1388.1,-31.938,0.051996,31.966,0.12326,-20.213,0.023177,20.213,179.93,1.9238,0.11176,28.61,-80.6,9.7879,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09546,5470842,0,134.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041026,NaN,NaN,NaN,NaN,1.6299,5.8733,855.76,334.86,0.5,0.1107
80.321,1372.2,-31.912,0.051485,31.939,0.087956,-21.184,0.022955,21.184,179.94,1.9594,0.071312,28.61,-80.6,9.7879,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095362,5473435,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040987,NaN,NaN,NaN,NaN,2.1685,5.9771,857.46,334.92,0.5,0.11077
80.821,1356.2,-31.886,0.05155,31.914,0.10449,-22.175,0.022733,22.175,179.94,2.0049,0.090894,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095269,5476306,0,134.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040958,NaN,NaN,NaN,NaN,2.2675,6.0809,859.16,334.98,0.5,0.11083
81.321,1340.3,-31.861,0.050937,31.886,0.058452,-23.174,0.022511,23.174,179.94,1.9905,0.028672,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09517,5478810,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004093,NaN,NaN,NaN,NaN,1.9252,6.1846,860.85,335.05,0.5,0.11089
81.821,1324.4,-31.835,0.051106,31.862,0.085271,-24.178,0.022288,24.178,179.95,2.0246,0.068259,28.61,-80.6,9.7881,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.095078,5481708,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040896,NaN,NaN,NaN,NaN,2.2248,6.2882,862.55,335.11,0.5,0.11096
82.321,1308.4,-31.81,0.050882,31.836,0.079586,-25.198,0.022065,25.198,179.95,2.0552,0.061196,28.61,-80.6,9.7881,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094984,5484405,0,134.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040867,NaN,NaN,NaN,NaN,2.2359,6.3917,864.24,335.17,0.5,0.11102
82.821,1292.5,-31.785,0.050631,31.81,0.074823,-26.219,0.02184,26.219,179.95,2.0277,0.05509,28.61,-80.6,9.7882,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094889,5487074,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040837,NaN,NaN,NaN,NaN,1.8903,6.4951,865.94,335.23,0.5,0.11109
83.321,1276.7,-31.759,0.050349,31.785,0.051045,-27.234,0.021615,27.234,179.95,2.0319,0.0084013,28.61,-80.6,9.7882,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094795,5489715,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040802,NaN,NaN,NaN,NaN,2.068,6.5984,867.63,335.3,0.5,0.11115
83.821,1260.8,-31.734,0.050371,31.76,0.078081,-28.242,0.021389,28.242,179.96,2.0021,0.05966,28.61,-80.6,9.7883,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094704,5492505,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040771,NaN,NaN,NaN,NaN,1.8524,6.7017,869.32,335.36,0.5,0.11122
84.321,1244.9,-31.709,0.05005,31.734,0.058465,-29.239,0.021163,29.239,179.96,1.987,0.030219,28.61,-80.6,9.7883,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09461,5495115,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040735,NaN,NaN,NaN,NaN,1.9177,6.8049,871.01,335.42,0.5,0.11128
84.821,1229.1,-31.684,0.049863,31.709,0.050286,-30.234,0.020937,30.234,179.96,1.9902,0.006505,28.61,-80.6,9.7884,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094517,5497778,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040702,NaN,NaN,NaN,NaN,2.021,6.908,872.69,335.49,0.5,0.11135
85.321,1213.2,-31.659,0.049746,31.684,0.056017,-31.232,0.020712,31.232,179.96,2.0031,0.025754,28.61,-80.6,9.7884,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094426,5500468,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004067,NaN,NaN,NaN,NaN,2.0862,7.011,874.38,335.55,0.5,0.11142
85.821,1197.4,-31.635,0.049556,31.659,0.054127,-32.236,0.020486,32.236,179.96,2.014,0.02177,28.61,-80.6,9.7884,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094334,5503113,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004064,NaN,NaN,NaN,NaN,2.0862,7.1139,876.06,335.61,0.5,0.11148
86.321,1181.6,-31.61,0.049677,31.636,0.091645,-33.253,0.020261,33.253,179.97,2.0525,0.077013,28.61,-80.6,9.7885,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094246,5505922,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040609,NaN,NaN,NaN,NaN,2.2746,7.2168,877.75,335.67,0.5,0.11155
86.821,1165.8,-31.585,0.049093,31.61,0.054897,-34.276,0.020035,34.276,179.97,2.0402,0.024568,28.61,-80.6,9.7885,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094151,5508351,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040582,NaN,NaN,NaN,NaN,1.9865,7.3195,879.43,335.73,0.5,0.11164
87.321,1150,-31.561,0.049027,31.586,0.070504,-35.29,0.019809,35.29,179.97,2.0149,0.050667,28.61,-80.6,9.7886,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.094061,5511029,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040549,NaN,NaN,NaN,NaN,1.8905,7.4222,881.11,335.8,0.5,0.11171
87.821,1134.3,-31.536,0.04914,31.562,0.10667,-36.285,0.019582,36.285,179.97,1.9675,0.094672,28.61,-80.6,9.7886,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093974,5513810,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040515,NaN,NaN,NaN,NaN,1.7241,7.5248,882.79,335.86,0.5,0.11177
88.321,1118.5,-31.512,0.049008,31.538,0.12086,-37.255,0.019356,37.255,179.97,1.9123,0.11048,28.61,-80.6,9.7887,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093885,5516470,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040479,NaN,NaN,NaN,NaN,1.6263,7.6274,884.47,335.92,0.5,0.11184
