# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
88.821,1102.7,-31.487,0.048655,31.513,0.11678,-38.198,0.019132,38.198,179.97,1.8592,0.10616,28.61,-80.6,9.7887,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093794,5519002,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040442,NaN,NaN,NaN,NaN,1.5851,7.7298,886.14,335.98,0.5,0.11193
89.321,1087,-31.463,0.047878,31.487,0.050651,-39.126,0.018909,39.126,179.97,1.8509,0.016529,28.61,-80.6,9.7888,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093699,5521271,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040405,NaN,NaN,NaN,NaN,1.8192,7.8322,887.82,336.05,0.5,0.11201
89.821,1071.3,-31.439,0.047817,31.463,0.048717,-40.052,0.018689,40.052,179.97,1.8556,0.009323,28.61,-80.6,9.7888,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093611,5523877,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040374,NaN,NaN,NaN,NaN,1.8937,7.9345,889.49,336.11,0.5,0.11208
90.321,1055.6,-31.416,0.047728,31.439,0.052994,-40.977,0.018471,40.977,179.97,1.8441,0.02303,28.61,-80.6,9.7889,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093523,5526466,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040344,NaN,NaN,NaN,NaN,1.7949,8.0367,891.16,336.17,0.5,0.11215
90.821,1039.9,-31.392,0.047582,31.416,0.048256,-41.898,0.018255,41.898,179.98,1.8401,0.0080345,28.61,-80.6,9.7889,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093434,5529024,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040312,NaN,NaN,NaN,NaN,1.8313,8.1388,892.84,336.23,0.5,0.11376
91.321,1024.2,-31.368,0.047444,31.392,0.047795,-42.818,0.01804,42.818,179.98,1.8372,0.0057783,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093346,5531578,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040282,NaN,NaN,NaN,NaN,1.8345,8.2409,894.51,336.29,0.5,0.11385
91.821,1008.5,-31.344,0.047869,31.37,0.1129,-43.749,0.017827,43.749,179.98,1.8883,0.10225,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093264,5534442,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040251,NaN,NaN,NaN,NaN,2.176,8.3429,896.17,336.35,0.5,0.11391
92.321,992.83,-31.32,0.047275,31.345,0.094858,-44.683,0.017615,44.683,179.98,1.8472,0.082239,28.61,-80.6,9.7891,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093173,5536773,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040225,NaN,NaN,NaN,NaN,1.639,8.4448,897.84,336.42,0.5,0.11397
92.821,977.17,-31.297,0.047172,31.32,0.047347,-45.606,0.017404,45.606,179.98,1.8452,0.0040611,28.61,-80.6,9.7891,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.093083,5539340,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040191,NaN,NaN,NaN,NaN,1.847,8.5466,899.55,336.48,0.5,0.11404
93.321,961.53,-31.273,0.047861,31.297,0.049348,-46.527,0.017193,46.527,179.98,1.8391,0.012024,28.61,-80.6,9.7892,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092996,5542348,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040161,NaN,NaN,NaN,NaN,1.8197,8.6484,901.3,336.54,0.5,0.1141
93.821,945.9,-31.249,0.048574,31.274,0.088234,-47.456,0.016984,47.456,179.98,1.876,0.07366,28.61,-80.6,9.7892,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092911,5545437,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004013,NaN,NaN,NaN,NaN,2.086,8.7501,903.04,336.6,0.5,0.11416
94.321,930.28,-31.224,0.048903,31.25,0.10742,-48.406,0.016775,48.406,179.98,1.9238,0.095645,28.61,-80.6,9.7893,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092823,5548376,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040102,NaN,NaN,NaN,NaN,2.1925,8.8517,904.79,336.66,0.5,0.11423
94.821,914.67,-31.2,0.04871,31.225,0.091944,-49.377,0.016566,49.377,179.98,1.9628,0.07798,28.61,-80.601,9.7893,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092732,5551056,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040076,NaN,NaN,NaN,NaN,2.184,8.9532,906.54,336.72,0.5,0.11429
95.321,899.08,-31.176,0.048611,31.201,0.084551,-50.367,0.016356,50.367,179.98,1.9974,0.06918,28.61,-80.601,9.7894,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092642,5553778,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040049,NaN,NaN,NaN,NaN,2.1949,9.0546,908.28,336.79,0.5,0.11435
95.821,883.5,-31.151,0.048334,31.176,0.055988,-51.37,0.016144,51.37,179.98,2.0115,0.028257,28.61,-80.601,9.7894,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092551,5556398,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040021,NaN,NaN,NaN,NaN,2.0996,9.156,910.02,336.85,0.5,0.11442
96.321,867.93,-31.127,0.048317,31.152,0.06288,-52.37,0.015931,52.37,179.98,1.9914,0.040241,28.61,-80.601,9.7895,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092463,5559147,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039992,NaN,NaN,NaN,NaN,1.8967,9.2573,911.76,336.91,0.5,0.11449
96.821,852.37,-31.103,0.048188,31.127,0.05171,-53.368,0.015716,53.368,179.98,2.0008,0.018759,28.61,-80.601,9.7895,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092374,5561841,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039959,NaN,NaN,NaN,NaN,2.0634,9.3585,913.5,336.97,0.5,0.11456
97.321,836.83,-31.079,0.048422,31.104,0.093916,-54.379,0.015501,54.379,179.98,2.041,0.080471,28.61,-80.601,9.7896,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092289,5564733,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039929,NaN,NaN,NaN,NaN,2.2678,9.4596,915.24,337.03,0.5,0.11462
97.821,821.29,-31.055,0.047879,31.079,0.05507,-55.403,0.015284,55.403,179.98,2.0546,0.027209,28.61,-80.601,9.7896,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092197,5567210,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039903,NaN,NaN,NaN,NaN,2.1395,9.5606,916.98,337.09,0.5,0.11469
98.321,805.77,-31.031,0.047831,31.055,0.071032,-56.423,0.015066,56.423,179.98,2.0283,0.052515,28.61,-80.601,9.7897,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09211,5569927,0,134.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039874,NaN,NaN,NaN,NaN,1.9014,9.6616,918.71,337.15,0.5,0.11475
98.821,790.26,-31.007,0.047622,31.031,0.059023,-57.442,0.014847,57.442,179.99,2.0458,0.034869,28.61,-80.601,9.7897,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.092022,5572557,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003984,NaN,NaN,NaN,NaN,2.1509,9.7625,920.45,337.21,0.5,0.11482
99.321,774.76,-30.983,0.048151,31.01,0.12748,-58.48,0.014627,58.48,179.99,2.1048,0.11804,28.61,-80.601,9.7897,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091941,5575591,0,134.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039812,NaN,NaN,NaN,NaN,2.4303,9.8633,922.18,337.28,0.5,0.11488
99.821,759.28,-30.96,0.047033,30.983,0.050075,-59.53,0.014406,59.53,179.99,2.0962,0.017188,28.61,-80.601,9.7898,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091846,5577741,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039788,NaN,NaN,NaN,NaN,2.0632,9.964,923.91,337.34,0.5,0.11495
100.32,743.8,-30.936,0.047178,30.96,0.085874,-60.569,0.014183,60.569,179.99,2.0603,0.071753,28.61,-80.601,9.7898,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091762,5580517,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039757,NaN,NaN,NaN,NaN,1.8829,10.065,925.64,337.4,0.5,0.11501
100.82,728.34,-30.913,0.046881,30.936,0.064986,-61.605,0.013959,61.605,179.99,2.0828,0.045004,28.61,-80.601,9.7899,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091675,5583065,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039722,NaN,NaN,NaN,NaN,2.2143,10.165,927.37,337.46,0.5,0.11508
101.32,712.89,-30.889,0.046628,30.913,0.047413,-62.647,0.013735,62.647,179.99,2.0871,0.0085904,28.61,-80.601,9.7899,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091588,5585612,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039695,NaN,NaN,NaN,NaN,2.1223,10.266,929.1,337.52,0.5,0.11514
101.82,697.45,-30.866,0.046884,30.89,0.10186,-63.68,0.01351,63.68,179.99,2.0419,0.090426,28.61,-80.601,9.79,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091505,5588432,0,134.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039666,NaN,NaN,NaN,NaN,1.8156,10.366,930.82,337.58,0.5,0.11521
102.32,682.03,-30.843,0.04625,30.866,0.046561,-64.701,0.013285,64.701,179.99,2.0446,0.0053719,28.61,-80.601,9.79,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091416,5590780,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039631,NaN,NaN,NaN,NaN,2.0712,10.467,932.55,337.64,0.5,0.11527
102.82,666.61,-30.82,0.046202,30.843,0.060343,-65.719,0.01306,65.719,179.99,2.0252,0.038816,28.61,-80.601,9.7901,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091332,5593406,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039602,NaN,NaN,NaN,NaN,1.9353,10.567,934.27,337.7,0.5,0.11534
103.32,651.21,-30.797,0.046158,30.82,0.07034,-66.738,0.012835,66.738,179.99,2.0517,0.053077,28.61,-80.601,9.7901,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091248,5596037,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003957,NaN,NaN,NaN,NaN,2.2039,10.667,935.99,337.76,0.5,0.11542
103.82,635.81,-30.774,0.045814,30.797,0.047062,-67.762,0.012611,67.762,179.99,2.0464,0.010766,28.61,-80.601,9.7902,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.091162,5598496,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039543,NaN,NaN,NaN,NaN,2.0304,10.767,937.71,337.82,0.5,0.11548
104.32,620.43,-30.751,0.045998,30.775,0.094603,-68.775,0.012386,68.775,179.99,2.005,0.082668,28.61,-80.601,9.7902,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09108,5601233,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039514,NaN,NaN,NaN,NaN,1.8,10.867,939.43,337.88,0.5,0.11555
104.82,605.06,-30.728,0.045448,30.751,0.046775,-69.779,0.012163,69.779,179.99,2.0105,0.011059,28.61,-80.601,9.7903,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090993,5603577,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003948,NaN,NaN,NaN,NaN,2.0519,10.967,941.15,337.95,0.5,0.11562
105.32,589.71,-30.705,0.04536,30.728,0.051359,-70.787,0.01194,70.787,179.99,2.0226,0.024088,28.61,-80.601,9.7903,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09091,5606136,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039451,NaN,NaN,NaN,NaN,2.0981,11.067,942.87,338.01,0.5,0.11568
105.82,574.36,-30.682,0.045754,30.707,0.11214,-71.812,0.011717,71.812,179.99,2.0738,0.10238,28.61,-80.601,9.7904,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090831,5608967,0,134.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039424,NaN,NaN,NaN,NaN,2.3545,11.167,944.59,338.07,0.5,0.11574
106.32,559.02,-30.66,0.045003,30.683,0.066021,-72.854,0.011494,72.854,179.99,2.0979,0.048307,28.61,-80.601,9.7904,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090744,5611185,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00394,NaN,NaN,NaN,NaN,2.2367,11.267,946.3,338.13,0.5,0.1158
106.82,543.7,-30.637,0.044736,30.66,0.0448,-73.904,0.011271,73.904,179.99,2.0991,0.0023769,28.61,-80.601,9.7905,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09066,5613618,0,134.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039374,NaN,NaN,NaN,NaN,2.1176,11.366,948.01,338.19,0.5,0.11586
107.32,528.39,-30.615,0.04478,30.638,0.072727,-74.946,0.011047,74.946,179.99,2.0705,0.057305,28.61,-80.601,9.7905,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090579,5616210,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039346,NaN,NaN,NaN,NaN,1.9328,11.466,949.73,338.25,0.5,0.11592
107.82,513.08,-30.593,0.044764,30.616,0.092003,-75.971,0.010822,75.971,179.99,2.0303,0.080379,28.61,-80.601,9.7906,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090498,5618781,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039314,NaN,NaN,NaN,NaN,1.8325,11.565,951.44,338.31,0.5,0.11598
108.32,497.79,-30.57,0.044557,30.594,0.09293,-76.976,0.010598,76.976,179.99,1.9895,0.081552,28.61,-80.601,9.7906,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090415,5621247,0,134.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039281,NaN,NaN,NaN,NaN,1.7888,11.665,953.15,338.37,0.5,0.11606
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=108.32 seconds
108.82,482.51,-30.548,0.04418,30.57,0.046037,-77.969,0.010375,77.969,179.99,1.983,0.012946,28.61,-80.601,9.7906,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.090331,5623603,0,134.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039248,NaN,NaN,NaN,NaN,1.9614,11.764,954.87,338.43,0.5,0.11613
108.82,482.45,-30.048,230.85,30.548,230.85,-77.974,0.010374,77.974,179.99,1.9845,0.65848,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.09025,5626589,0,3287.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039219,NaN,NaN,NaN,NaN,2.0671,11.864,956.66,338.49,0.0021659,0.11629
108.83,482.38,-29.548,223.04,30.048,223.04,-77.978,0.010373,77.978,179.99,1.9859,0.65488,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.088772,5534527,0,3180.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038581,NaN,NaN,NaN,NaN,2.0695,11.864,956.67,338.49,0.0022418,0.11639
108.83,482.31,-29.048,215.36,29.548,215.36,-77.983,0.010372,77.983,179.99,1.9874,0.65134,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.087295,5442465,0,3075.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037943,NaN,NaN,NaN,NaN,2.0719,11.865,956.67,338.49,0.0023217,0.11645
108.83,482.24,-28.548,207.8,29.048,207.8,-77.988,0.010371,77.988,179.99,1.989,0.64788,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.085818,5350402,0,2972.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037305,NaN,NaN,NaN,NaN,2.0744,11.865,956.68,338.49,0.0024061,0.11652
108.83,482.17,-28.048,200.38,28.548,200.38,-77.993,0.01037,77.993,179.99,1.9906,0.64449,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.084341,5258339,0,2871.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036666,NaN,NaN,NaN,NaN,2.077,11.865,956.69,338.49,0.0024953,0.11658
108.83,482.1,-27.548,193.08,28.048,193.08,-77.998,0.010369,77.998,179.99,1.9923,0.64117,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.082864,5166275,0,2771.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036029,NaN,NaN,NaN,NaN,2.0797,11.866,956.7,338.49,0.0025896,0.11664
108.84,482.03,-27.048,185.91,27.549,185.92,-78.003,0.010368,78.003,179.99,1.994,0.63792,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.081387,5074212,0,2673.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035391,NaN,NaN,NaN,NaN,2.0826,11.866,956.71,338.49,0.0026894,0.11671
108.84,481.95,-26.548,178.88,27.049,178.88,-78.009,0.010366,78.009,179.99,1.9958,0.63474,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.079909,4982147,0,2577.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034753,NaN,NaN,NaN,NaN,2.0855,11.867,956.72,338.49,0.0027952,0.11677
108.84,481.88,-26.048,171.97,26.549,171.97,-78.014,0.010365,78.014,179.99,1.9976,0.63164,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.078432,4890083,0,2483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034115,NaN,NaN,NaN,NaN,2.0885,11.867,956.73,338.49,0.0029075,0.11683
108.85,481.8,-25.548,165.19,26.049,165.19,-78.02,0.010364,78.02,179.99,1.9995,0.62862,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.076955,4798018,0,2390.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033478,NaN,NaN,NaN,NaN,2.0917,11.868,956.73,338.49,0.0030269,0.11689
108.85,481.72,-25.048,158.54,25.549,158.54,-78.027,0.010363,78.027,179.99,2.0015,0.62567,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.075478,4705952,0,2299.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003284,NaN,NaN,NaN,NaN,2.095,11.868,956.74,338.49,0.0031538,0.11695
108.85,481.64,-24.548,152.01,25.049,152.01,-78.033,0.010362,78.033,179.99,2.0035,0.6228,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.074001,4613886,0,2210.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032203,NaN,NaN,NaN,NaN,2.0984,11.869,956.75,338.49,0.0032892,0.11702
108.86,481.55,-24.048,145.62,24.549,145.62,-78.04,0.010361,78.04,179.99,2.0055,0.57852,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.072523,4521816,0,2123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031566,NaN,NaN,NaN,NaN,2.0954,11.869,956.76,338.49,0.0034336,0.11708
108.86,481.47,-23.548,139.35,24.049,139.35,-78.047,0.010359,78.047,179.99,2.0074,0.52545,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.071046,4429743,0,2037.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030929,NaN,NaN,NaN,NaN,2.0907,11.87,956.77,338.49,0.003588,0.11714
108.86,481.38,-23.048,133.22,23.549,133.22,-78.055,0.010358,78.055,179.99,2.0092,0.47343,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.069569,4337670,0,1953.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030292,NaN,NaN,NaN,NaN,2.0858,11.87,956.78,338.49,0.0037532,0.11721
108.87,481.29,-22.548,127.21,23.049,127.21,-78.063,0.010357,78.063,179.99,2.0108,0.42246,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.068092,4245597,0,1871.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029655,NaN,NaN,NaN,NaN,2.0807,11.871,956.79,338.49,0.0039305,0.11728
108.87,481.2,-22.048,121.33,22.548,121.33,-78.071,0.010356,78.071,179.99,2.0124,0.37254,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.066614,4153523,0,1791.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029018,NaN,NaN,NaN,NaN,2.0754,11.872,956.8,338.49,0.0041209,0.11734
108.88,481.1,-21.548,115.58,22.048,115.58,-78.08,0.010354,78.08,179.99,2.0138,0.32367,28.61,-80.601,9.7907,NaN,NaN,NaN,NaN,13661,0,NaN,NaN,NaN,NaN,NaN,0.065137,4061449,0,1712.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028382,NaN,NaN,NaN,NaN,2.0698,11.872,956.81,338.49,0.0043259,0.11739
